window,year,field,label,n,valid_n,missing_n,included_n,share,sentinel_present_n,known_n,known_positive_n,known_share
jan_aug,2025,evaluation_domain,finance_and_business,257,3284,0,3284,0.07825822168087698,0,3284,257,0.07825822168087698
jan_aug,2025,evaluation_domain,general_or_cross_domain,1412,3284,0,3284,0.4299634591961023,0,3284,1412,0.4299634591961023
jan_aug,2025,evaluation_domain,healthcare_biomedicine,353,3284,0,3284,0.10749086479902557,0,3284,353,0.10749086479902557
jan_aug,2025,evaluation_domain,language_and_communication,517,3284,0,3284,0.1574299634591961,0,3284,517,0.1574299634591961
jan_aug,2025,evaluation_domain,law_and_public_policy,107,3284,0,3284,0.03258221680876979,0,3284,107,0.03258221680876979
jan_aug,2025,evaluation_domain,mathematics_and_formal_reasoning,401,3284,0,3284,0.12210718635809988,0,3284,401,0.12210718635809988
jan_aug,2025,evaluation_domain,natural_sciences,283,3284,0,3284,0.0861753958587089,0,3284,283,0.0861753958587089
jan_aug,2025,evaluation_domain,other,129,3284,0,3284,0.03928136419001218,0,3284,129,0.03928136419001218
jan_aug,2025,evaluation_domain,social_sciences_and_humanities,364,3284,0,3284,0.11084043848964677,0,3284,364,0.11084043848964677
jan_aug,2025,evaluation_domain,software_and_coding,555,3284,0,3284,0.1690012180267966,0,3284,555,0.1690012180267966
jan_aug,2026,evaluation_domain,cybersecurity,388,5734,0,5734,0.06766655040111615,0,5734,388,0.06766655040111615
jan_aug,2026,evaluation_domain,education,149,5734,0,5734,0.02598535054063481,0,5734,149,0.02598535054063481
jan_aug,2026,evaluation_domain,engineering,509,5734,0,5734,0.08876874782002092,0,5734,509,0.08876874782002092
jan_aug,2026,evaluation_domain,finance_and_business,667,5734,0,5734,0.1163236832926404,0,5734,667,0.1163236832926404
jan_aug,2026,evaluation_domain,general_or_cross_domain,2237,5734,0,5734,0.3901290547610743,0,5734,2237,0.3901290547610743
jan_aug,2026,evaluation_domain,healthcare_biomedicine,736,5734,0,5734,0.12835716777118938,0,5734,736,0.12835716777118938
jan_aug,2026,evaluation_domain,language_and_communication,647,5734,0,5734,0.11283571677711894,0,5734,647,0.11283571677711894
jan_aug,2026,evaluation_domain,law_and_public_policy,219,5734,0,5734,0.03819323334495989,0,5734,219,0.03819323334495989
jan_aug,2026,evaluation_domain,mathematics_and_formal_reasoning,528,5734,0,5734,0.09208231600976631,0,5734,528,0.09208231600976631
jan_aug,2026,evaluation_domain,natural_sciences,535,5734,0,5734,0.09330310429019881,0,5734,535,0.09330310429019881
jan_aug,2026,evaluation_domain,other,254,5734,0,5734,0.04429717474712243,0,5734,254,0.04429717474712243
jan_aug,2026,evaluation_domain,social_sciences_and_humanities,640,5734,0,5734,0.11161492849668643,0,5734,640,0.11161492849668643
jan_aug,2026,evaluation_domain,software_and_coding,1128,5734,0,5734,0.19672131147540983,0,5734,1128,0.19672131147540983
