window,year,field,label,n,valid_n,missing_n,included_n,share,sentinel_present_n,known_n,known_positive_n,known_share
observed,all,task_language,fo,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,fr,414,14741,26,14767,0.028084933179567194,304,14437,385,0.026667590219574704
observed,all,task_language,frr,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,fy,5,14741,26,14767,0.0003391900142459806,304,14437,5,0.0003463323405139572
observed,all,task_language,ga,16,14741,26,14767,0.001085408045587138,304,14437,15,0.0010389970215418716
observed,all,task_language,gaa,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,gbm,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,gd,8,14741,26,14767,0.000542704022793569,304,14437,8,0.0005541317448223315
observed,all,task_language,gl,19,14741,26,14767,0.0012889220541347263,304,14437,17,0.0011775299577474546
observed,all,task_language,gn,5,14741,26,14767,0.0003391900142459806,304,14437,5,0.0003463323405139572
observed,all,task_language,gom,6,14741,26,14767,0.0004070280170951767,304,14437,6,0.00041559880861674863
observed,all,task_language,gor,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,grc,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,gu,47,14741,26,14767,0.0031883861339122178,304,14437,44,0.0030477245965228232
observed,all,task_language,ha,29,14741,26,14767,0.0019673020826266874,304,14437,29,0.002008727574980952
observed,all,task_language,haw,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,he,61,14741,26,14767,0.004138118173800964,304,14437,56,0.0038789222137563207
observed,all,task_language,hi,250,14741,26,14767,0.01695950071229903,304,14437,239,0.016554685876567155
observed,all,task_language,hil,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,hmn,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,hne,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,hoj,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,hr,27,14741,26,14767,0.0018316260769282952,304,14437,23,0.001593128766364203
observed,all,task_language,hsb,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ht,8,14741,26,14767,0.000542704022793569,304,14437,8,0.0005541317448223315
observed,all,task_language,hu,52,14741,26,14767,0.003527576148158198,304,14437,48,0.003324790468933989
observed,all,task_language,hy,16,14741,26,14767,0.001085408045587138,304,14437,15,0.0010389970215418716
observed,all,task_language,iba,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,id,124,14741,26,14767,0.008411912353300318,304,14437,119,0.00824270970423218
observed,all,task_language,ida,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ig,19,14741,26,14767,0.0012889220541347263,304,14437,19,0.0013160628939530373
observed,all,task_language,igb,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ilo,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,is,19,14741,26,14767,0.0012889220541347263,304,14437,18,0.0012467964258502458
observed,all,task_language,it,207,14741,26,14767,0.014042466589783597,304,14437,192,0.013299161875735956
observed,all,task_language,ja,335,14741,26,14767,0.0227257309544807,304,14437,318,0.022026736856687677
observed,all,task_language,jax,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,jbo,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,jv,16,14741,26,14767,0.001085408045587138,304,14437,14,0.0009697305534390802
observed,all,task_language,ka,21,14741,26,14767,0.0014245980598331185,304,14437,20,0.0013853293620558287
observed,all,task_language,kaa,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,kam,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,kea,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,kgv,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,khg,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ki,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,kk,23,14741,26,14767,0.0015602740655315107,304,14437,22,0.0015238622982614116
observed,all,task_language,km,17,14741,26,14767,0.001153246048436334,304,14437,15,0.0010389970215418716
observed,all,task_language,kn,39,14741,26,14767,0.0026456821111186485,304,14437,37,0.002562859319803283
observed,all,task_language,ko,262,14741,26,14767,0.017773556746489384,304,14437,247,0.017108817621389487
observed,all,task_language,koi,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,kok,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,kpv,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,kri,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,ksh,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ku,5,14741,26,14767,0.0003391900142459806,304,14437,5,0.0003463323405139572
observed,all,task_language,ky,15,14741,26,14767,0.0010175700427379419,304,14437,15,0.0010389970215418716
observed,all,task_language,la,13,14741,26,14767,0.0008818940370395495,304,14437,12,0.0008311976172334973
observed,all,task_language,lb,12,14741,26,14767,0.0008140560341903534,304,14437,12,0.0008311976172334973
observed,all,task_language,lg,5,14741,26,14767,0.0003391900142459806,304,14437,5,0.0003463323405139572
observed,all,task_language,liv,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ljp,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ln,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,lo,9,14741,26,14767,0.0006105420256427651,304,14437,9,0.0006233982129251229
observed,all,task_language,lt,30,14741,26,14767,0.0020351400854758837,304,14437,26,0.0018009281706725775
observed,all,task_language,luo,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,lus,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,lv,22,14741,26,14767,0.0014924360626823146,304,14437,20,0.0013853293620558287
observed,all,task_language,lzh,5,14741,26,14767,0.0003391900142459806,304,14437,5,0.0003463323405139572
observed,all,task_language,mad,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,mag,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,mai,9,14741,26,14767,0.0006105420256427651,304,14437,9,0.0006233982129251229
observed,all,task_language,mak,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,mg,10,14741,26,14767,0.0006783800284919612,304,14437,10,0.0006926646810279144
observed,all,task_language,mi,6,14741,26,14767,0.0004070280170951767,304,14437,6,0.00041559880861674863
observed,all,task_language,min,4,14741,26,14767,0.0002713520113967845,304,14437,3,0.00020779940430837432
observed,all,task_language,mk,13,14741,26,14767,0.0008818940370395495,304,14437,12,0.0008311976172334973
observed,all,task_language,ml,39,14741,26,14767,0.0026456821111186485,304,14437,38,0.0026321257879060745
observed,all,task_language,mn,11,14741,26,14767,0.0007462180313411573,304,14437,10,0.0006926646810279144
observed,all,task_language,mni,5,14741,26,14767,0.0003391900142459806,304,14437,5,0.0003463323405139572
observed,all,task_language,mr,57,14741,26,14767,0.003866766162404179,304,14437,55,0.0038096557456535293
observed,all,task_language,ms,48,14741,26,14767,0.0032562241367614137,304,14437,45,0.0031169910646256147
observed,all,task_language,mt,11,14741,26,14767,0.0007462180313411573,304,14437,11,0.0007619311491307058
observed,all,task_language,mui,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,multilingual_unspecified,123,14741,26,14767,0.008344074350451123,304,14437,0,0.0
observed,all,task_language,mup,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,mwr,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,my,14,14741,26,14767,0.0009497320398887456,304,14437,12,0.0008311976172334973
observed,all,task_language,nan,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,nb,10,14741,26,14767,0.0006783800284919612,304,14437,10,0.0006926646810279144
observed,all,task_language,nds,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ne,36,14741,26,14767,0.0024421681025710604,304,14437,35,0.0024243263835977006
observed,all,task_language,nij,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,nl,89,14741,26,14767,0.006037582253578455,304,14437,83,0.00574911685253169
observed,all,task_language,nn,8,14741,26,14767,0.000542704022793569,304,14437,6,0.00041559880861674863
observed,all,task_language,no,25,14741,26,14767,0.001695950071229903,304,14437,22,0.0015238622982614116
observed,all,task_language,nod,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,not_applicable,43,14741,26,14767,0.0029170341225154333,304,14437,0,0.0
observed,all,task_language,nso,5,14741,26,14767,0.0003391900142459806,304,14437,5,0.0003463323405139572
observed,all,task_language,ny,9,14741,26,14767,0.0006105420256427651,304,14437,9,0.0006233982129251229
observed,all,task_language,nyf,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,oc,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,om,6,14741,26,14767,0.0004070280170951767,304,14437,5,0.0003463323405139572
observed,all,task_language,or,28,14741,26,14767,0.0018994640797774913,304,14437,27,0.001870194638775369
observed,all,task_language,pa,39,14741,26,14767,0.0026456821111186485,304,14437,37,0.002562859319803283
observed,all,task_language,pap,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,pcm,7,14741,26,14767,0.0004748660199443728,304,14437,7,0.0004848652767195401
observed,all,task_language,pfl,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,pi,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,pl,89,14741,26,14767,0.006037582253578455,304,14437,82,0.005679850384428898
observed,all,task_language,pms,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ps,11,14741,26,14767,0.0007462180313411573,304,14437,11,0.0007619311491307058
observed,all,task_language,pt,210,14741,26,14767,0.014245980598331185,304,14437,195,0.013506961280044331
observed,all,task_language,qu,6,14741,26,14767,0.0004070280170951767,304,14437,5,0.0003463323405139572
observed,all,task_language,raj,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,rkt,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,rm,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,rn,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,ro,63,14741,26,14767,0.0042737941794993555,304,14437,59,0.004086721618064695
observed,all,task_language,ru,270,14741,26,14767,0.01831626076928295,304,14437,248,0.017178084089492278
observed,all,task_language,rw,7,14741,26,14767,0.0004748660199443728,304,14437,6,0.00041559880861674863
observed,all,task_language,sa,11,14741,26,14767,0.0007462180313411573,304,14437,11,0.0007619311491307058
observed,all,task_language,sas,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,sat,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,sd,8,14741,26,14767,0.000542704022793569,304,14437,8,0.0005541317448223315
observed,all,task_language,sgc,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,si,18,14741,26,14767,0.0012210840512855302,304,14437,17,0.0011775299577474546
observed,all,task_language,sk,32,14741,26,14767,0.002170816091174276,304,14437,29,0.002008727574980952
observed,all,task_language,sl,28,14741,26,14767,0.0018994640797774913,304,14437,26,0.0018009281706725775
observed,all,task_language,sm,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,sn,9,14741,26,14767,0.0006105420256427651,304,14437,8,0.0005541317448223315
observed,all,task_language,so,15,14741,26,14767,0.0010175700427379419,304,14437,15,0.0010389970215418716
observed,all,task_language,sq,19,14741,26,14767,0.0012889220541347263,304,14437,18,0.0012467964258502458
observed,all,task_language,sr,33,14741,26,14767,0.002238654094023472,304,14437,31,0.0021472605111865347
observed,all,task_language,sso,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,st,9,14741,26,14767,0.0006105420256427651,304,14437,8,0.0005541317448223315
observed,all,task_language,stq,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,su,12,14741,26,14767,0.0008140560341903534,304,14437,11,0.0007619311491307058
observed,all,task_language,sv,54,14741,26,14767,0.0036632521538565903,304,14437,50,0.003463323405139572
observed,all,task_language,sw,90,14741,26,14767,0.006105420256427651,304,14437,83,0.00574911685253169
observed,all,task_language,syl,2,14741,26,14767,0.00013567600569839224,304,14437,2,0.0001385329362055829
observed,all,task_language,ta,78,14741,26,14767,0.005291364222237297,304,14437,75,0.005194985107709358
observed,all,task_language,te,78,14741,26,14767,0.005291364222237297,304,14437,73,0.005056452171503775
observed,all,task_language,teo,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,tg,9,14741,26,14767,0.0006105420256427651,304,14437,9,0.0006233982129251229
observed,all,task_language,th,122,14741,26,14767,0.008276236347601927,304,14437,114,0.007896377363718224
observed,all,task_language,ti,7,14741,26,14767,0.0004748660199443728,304,14437,7,0.0004848652767195401
observed,all,task_language,tk,4,14741,26,14767,0.0002713520113967845,304,14437,4,0.0002770658724111658
observed,all,task_language,tl,27,14741,26,14767,0.0018316260769282952,304,14437,24,0.0016623952344669945
observed,all,task_language,tn,7,14741,26,14767,0.0004748660199443728,304,14437,6,0.00041559880861674863
observed,all,task_language,to,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,tpi,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,tr,123,14741,26,14767,0.008344074350451123,304,14437,116,0.008034910299923807
observed,all,task_language,ts,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,tt,3,14741,26,14767,0.00020351400854758835,304,14437,3,0.00020779940430837432
observed,all,task_language,tts,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,tw,4,14741,26,14767,0.0002713520113967845,304,14437,4,0.0002770658724111658
observed,all,task_language,ty,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,tzm,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,ug,6,14741,26,14767,0.0004070280170951767,304,14437,6,0.00041559880861674863
observed,all,task_language,uk,72,14741,26,14767,0.004884336205142121,304,14437,67,0.004640853362887026
observed,all,task_language,umb,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
observed,all,task_language,unclear,138,14741,26,14767,0.009361644393189065,304,14437,0,0.0
observed,all,task_language,ur,72,14741,26,14767,0.004884336205142121,304,14437,69,0.004779386299092609
observed,all,task_language,uz,13,14741,26,14767,0.0008818940370395495,304,14437,11,0.0007619311491307058
observed,all,task_language,vi,128,14741,26,14767,0.008683264364697104,304,14437,122,0.008450509108540555
observed,all,task_language,vro,1,14741,26,14767,6.783800284919612e-05,304,14437,1,6.926646810279144e-05
